Indicator,Country,Date,value
Cumulative number of probable Ebola cases,Italy,8/27/2015,0
Cumulative number of suspected Ebola cases,Italy,8/27/2015,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,8/27/2015,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,8/27/2015,1
Cumulative number of confirmed Ebola cases,United Kingdom,8/27/2015,1
Cumulative number of probable Ebola cases,United Kingdom,8/27/2015,0
Cumulative number of suspected Ebola cases,United Kingdom,8/27/2015,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,8/27/2015,0
"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,8/27/2015,1
Cumulative number of confirmed Ebola cases,Mali,8/27/2015,7
Cumulative number of probable Ebola cases,Mali,8/27/2015,1
Cumulative number of suspected Ebola cases,Mali,8/27/2015,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,8/27/2015,6
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,8/27/2015,8
Cumulative number of confirmed Ebola cases,Nigeria,8/27/2015,19
Cumulative number of probable Ebola cases,Nigeria,8/27/2015,1
Cumulative number of suspected Ebola cases,Nigeria,8/27/2015,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,8/27/2015,20
Cumulative number of confirmed Ebola cases,Senegal,8/27/2015,1
Cumulative number of probable Ebola cases,Senegal,8/27/2015,0
Cumulative number of suspected Ebola cases,Senegal,8/27/2015,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,8/27/2015,1
Cumulative number of confirmed Ebola cases,Spain,8/27/2015,1
Cumulative number of probable Ebola cases,Spain,8/27/2015,0
Cumulative number of suspected Ebola cases,Spain,8/27/2015,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,8/27/2015,1
Cumulative number of confirmed Ebola cases,United States of America,8/27/2015,4
Cumulative number of probable Ebola cases,United States of America,8/27/2015,0
Cumulative number of suspected Ebola cases,United States of America,8/27/2015,0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,8/27/2015,4
Cumulative number of confirmed Ebola deaths,Nigeria,8/27/2015,7
Cumulative number of probable Ebola deaths,Nigeria,8/27/2015,1
Cumulative number of suspected Ebola deaths,Nigeria,8/27/2015,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,8/27/2015,8
Cumulative number of confirmed Ebola deaths,Senegal,8/27/2015,0
Cumulative number of probable Ebola deaths,Senegal,8/27/2015,0
Cumulative number of suspected Ebola deaths,Senegal,8/27/2015,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,8/27/2015,0
Cumulative number of confirmed Ebola deaths,Spain,8/27/2015,0
Cumulative number of probable Ebola deaths,Spain,8/27/2015,0
Cumulative number of suspected Ebola deaths,Spain,8/27/2015,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,8/27/2015,0
Cumulative number of confirmed Ebola deaths,United States of America,8/27/2015,1
Cumulative number of probable Ebola deaths,United States of America,8/27/2015,0
Cumulative number of suspected Ebola deaths,United States of America,8/27/2015,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,8/27/2015,1
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,8/28/2015,10666
Cumulative number of confirmed Ebola cases,Liberia,8/28/2015,3151
Cumulative number of probable Ebola cases,Liberia,8/28/2015,1879
Cumulative number of suspected Ebola cases,Liberia,8/28/2015,5636
Cumulative number of confirmed Ebola cases,Sierra Leone,8/28/2015,8697
Cumulative number of probable Ebola cases,Sierra Leone,8/28/2015,287
Cumulative number of suspected Ebola cases,Sierra Leone,8/28/2015,4602
"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,8/28/2015,3952
Cumulative number of confirmed Ebola deaths,Guinea,8/28/2015,2076
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,8/28/2015,4806
Cumulative number of probable Ebola deaths,Sierra Leone,8/28/2015,208
"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,8/28/2015,2528
Cumulative number of probable Ebola deaths,Guinea,8/28/2015,452
"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,8/28/2015,13586
Cumulative number of confirmed Ebola deaths,Sierra Leone,8/28/2015,3586
Cumulative number of suspected Ebola deaths,Sierra Leone,8/28/2015,158
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,8/28/2015,3797
Cumulative number of confirmed Ebola cases,Guinea,8/28/2015,3336
Cumulative number of probable Ebola cases,Guinea,8/28/2015,452
Cumulative number of suspected Ebola cases,Guinea,8/28/2015,9
Cumulative number of confirmed Ebola deaths,Liberia 2,8/28/2015,2
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia 2,8/28/2015,2
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia 2,8/28/2015,6
Cumulative number of confirmed Ebola cases,Liberia 2,8/28/2015,6
Cumulative number of probable Ebola cases,Liberia 2,8/28/2015,0
Cumulative number of confirmed Ebola cases,Italy,8/28/2015,1
Cumulative number of probable Ebola cases,Italy,8/28/2015,0
Cumulative number of suspected Ebola cases,Italy,8/28/2015,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,8/28/2015,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,8/28/2015,1
Cumulative number of confirmed Ebola cases,United Kingdom,8/28/2015,1
Cumulative number of probable Ebola cases,United Kingdom,8/28/2015,0
Cumulative number of suspected Ebola cases,United Kingdom,8/28/2015,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,8/28/2015,0
"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,8/28/2015,1
Cumulative number of confirmed Ebola cases,Mali,8/28/2015,7
Cumulative number of probable Ebola cases,Mali,8/28/2015,1
Cumulative number of suspected Ebola cases,Mali,8/28/2015,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,8/28/2015,6
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,8/28/2015,8
Cumulative number of confirmed Ebola cases,Nigeria,8/28/2015,19
Cumulative number of probable Ebola cases,Nigeria,8/28/2015,1
Cumulative number of suspected Ebola cases,Nigeria,8/28/2015,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,8/28/2015,20
Cumulative number of confirmed Ebola cases,Senegal,8/28/2015,1
Cumulative number of probable Ebola cases,Senegal,8/28/2015,0
Cumulative number of suspected Ebola cases,Senegal,8/28/2015,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,8/28/2015,1
Cumulative number of confirmed Ebola cases,Spain,8/28/2015,1
Cumulative number of probable Ebola cases,Spain,8/28/2015,0
Cumulative number of suspected Ebola cases,Spain,8/28/2015,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,8/28/2015,1
Cumulative number of confirmed Ebola cases,United States of America,8/28/2015,4
Cumulative number of probable Ebola cases,United States of America,8/28/2015,0
Cumulative number of suspected Ebola cases,United States of America,8/28/2015,0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,8/28/2015,4
Cumulative number of confirmed Ebola deaths,Nigeria,8/28/2015,7
Cumulative number of probable Ebola deaths,Nigeria,8/28/2015,1
Cumulative number of suspected Ebola deaths,Nigeria,8/28/2015,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,8/28/2015,8
Cumulative number of confirmed Ebola deaths,Senegal,8/28/2015,0
Cumulative number of probable Ebola deaths,Senegal,8/28/2015,0
Cumulative number of suspected Ebola deaths,Senegal,8/28/2015,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,8/28/2015,0
Cumulative number of confirmed Ebola deaths,Spain,8/28/2015,0
Cumulative number of probable Ebola deaths,Spain,8/28/2015,0
Cumulative number of suspected Ebola deaths,Spain,8/28/2015,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,8/28/2015,0
Cumulative number of confirmed Ebola deaths,United States of America,8/28/2015,1
Cumulative number of probable Ebola deaths,United States of America,8/28/2015,0
Cumulative number of suspected Ebola deaths,United States of America,8/28/2015,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,8/28/2015,1
Cumulative number of probable Ebola deaths,Guinea,8/31/2015,452
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,8/31/2015,10666
"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,8/31/2015,13603
Cumulative number of suspected Ebola deaths,Sierra Leone,8/31/2015,158
Cumulative number of probable Ebola cases,Liberia,8/31/2015,1879
Cumulative number of suspected Ebola cases,Liberia,8/31/2015,5636
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,8/31/2015,4806
Cumulative number of probable Ebola cases,Sierra Leone,8/31/2015,287
Cumulative number of suspected Ebola cases,Sierra Leone,8/31/2015,4618
"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,8/31/2015,3953
Cumulative number of confirmed Ebola deaths,Sierra Leone,8/31/2015,3587
Cumulative number of probable Ebola deaths,Sierra Leone,8/31/2015,208
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,8/31/2015,3790
Cumulative number of confirmed Ebola deaths,Guinea,8/31/2015,2076
Cumulative number of confirmed Ebola cases,Liberia,8/31/2015,3151
Cumulative number of confirmed Ebola cases,Sierra Leone,8/31/2015,8698
Cumulative number of confirmed Ebola cases,Guinea,8/31/2015,3337
Cumulative number of probable Ebola cases,Guinea,8/31/2015,452
Cumulative number of suspected Ebola cases,Guinea,8/31/2015,1
"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,8/31/2015,2528
Cumulative number of confirmed Ebola cases,Liberia 2,8/31/2015,6
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia 2,8/31/2015,6
Cumulative number of probable Ebola cases,Liberia 2,8/31/2015,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia 2,8/31/2015,2
Cumulative number of confirmed Ebola deaths,Liberia 2,8/31/2015,2
Cumulative number of confirmed Ebola cases,Italy,8/31/2015,1
Cumulative number of probable Ebola cases,Italy,8/31/2015,0
Cumulative number of suspected Ebola cases,Italy,8/31/2015,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,8/31/2015,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,8/31/2015,1
Cumulative number of confirmed Ebola cases,United Kingdom,8/31/2015,1
Cumulative number of probable Ebola cases,United Kingdom,8/31/2015,0
Cumulative number of suspected Ebola cases,United Kingdom,8/31/2015,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,8/31/2015,0
"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,8/31/2015,1
Cumulative number of confirmed Ebola cases,Mali,8/31/2015,7
Cumulative number of probable Ebola cases,Mali,8/31/2015,1
Cumulative number of suspected Ebola cases,Mali,8/31/2015,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,8/31/2015,6
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,8/31/2015,8
Cumulative number of confirmed Ebola cases,Nigeria,8/31/2015,19
Cumulative number of probable Ebola cases,Nigeria,8/31/2015,1
Cumulative number of suspected Ebola cases,Nigeria,8/31/2015,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,8/31/2015,20
Cumulative number of confirmed Ebola cases,Senegal,8/31/2015,1
Cumulative number of probable Ebola cases,Senegal,8/31/2015,0
Cumulative number of suspected Ebola cases,Senegal,8/31/2015,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,8/31/2015,1
Cumulative number of confirmed Ebola cases,Spain,8/31/2015,1
Cumulative number of probable Ebola cases,Spain,8/31/2015,0
Cumulative number of suspected Ebola cases,Spain,8/31/2015,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,8/31/2015,1
Cumulative number of confirmed Ebola cases,United States of America,8/31/2015,4
Cumulative number of probable Ebola cases,United States of America,8/31/2015,0
Cumulative number of suspected Ebola cases,United States of America,8/31/2015,0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,8/31/2015,4
Cumulative number of confirmed Ebola deaths,Nigeria,8/31/2015,7
Cumulative number of probable Ebola deaths,Nigeria,8/31/2015,1
Cumulative number of suspected Ebola deaths,Nigeria,8/31/2015,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,8/31/2015,8
Cumulative number of confirmed Ebola deaths,Senegal,8/31/2015,0
Cumulative number of probable Ebola deaths,Senegal,8/31/2015,0
Cumulative number of suspected Ebola deaths,Senegal,8/31/2015,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,8/31/2015,0
Cumulative number of confirmed Ebola deaths,Spain,8/31/2015,0
Cumulative number of probable Ebola deaths,Spain,8/31/2015,0
Cumulative number of suspected Ebola deaths,Spain,8/31/2015,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,8/31/2015,0
Cumulative number of confirmed Ebola deaths,United States of America,8/31/2015,1
Cumulative number of probable Ebola deaths,United States of America,8/31/2015,0
Cumulative number of suspected Ebola deaths,United States of America,8/31/2015,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,8/31/2015,1
Cumulative number of confirmed Ebola cases,Guinea,9/1/2015,3337
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,9/1/2015,10666
Cumulative number of probable Ebola cases,Liberia,9/1/2015,1879
"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,9/1/2015,13609
Cumulative number of probable Ebola cases,Sierra Leone,9/1/2015,287
Cumulative number of suspected Ebola cases,Liberia,9/1/2015,5636
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,9/1/2015,4806
"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,9/1/2015,3953
Cumulative number of confirmed Ebola deaths,Sierra Leone,9/1/2015,3587
Cumulative number of probable Ebola deaths,Sierra Leone,9/1/2015,208
Cumulative number of suspected Ebola deaths,Sierra Leone,9/1/2015,158
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,9/1/2015,3792
Cumulative number of probable Ebola cases,Guinea,9/1/2015,452
Cumulative number of confirmed Ebola cases,Liberia,9/1/2015,3151
Cumulative number of confirmed Ebola cases,Sierra Leone,9/1/2015,8698
